"","Brand","Year","Price","Odometer","Fuel","Seller_Type","Transmission","Owner"
"806","Hyundai",2012,225000,48000,"Petrol","Dealer","Manual","First Owner"
"807","Maruti",2014,300000,28942,"Petrol","Dealer","Automatic","First Owner"
"808","Mahindra",2017,400000,50000,"Diesel","Individual","Manual","Second Owner"
"809","Mahindra",2012,711000,53600,"Diesel","Dealer","Manual","First Owner"
"810","Toyota",2015,851000,53652,"Diesel","Dealer","Manual","First Owner"
"811","Maruti",2014,500000,25000,"Petrol","Individual","Manual","First Owner"
"812","Toyota",2007,250000,80000,"Diesel","Individual","Manual","Second Owner"
"813","Maruti",2017,150000,50000,"Petrol","Individual","Manual","First Owner"
"814","Mahindra",2016,610000,15000,"Diesel","Individual","Manual","Second Owner"
"815","Mahindra",2018,450000,5000,"Petrol","Individual","Manual","First Owner"
"816","Hyundai",2017,744000,106000,"Diesel","Individual","Manual","First Owner"
"817","Chevrolet",2008,120000,100000,"Petrol","Individual","Manual","Third Owner"
"818","Renault",2016,220000,60000,"Petrol","Individual","Manual","Third Owner"
"819","Maruti",2012,480000,120000,"Diesel","Individual","Manual","Fourth & Above Owner"
"820","Maruti",2017,370000,82000,"Petrol","Individual","Automatic","First Owner"
"821","Fiat",2003,55000,35000,"Diesel","Individual","Manual","Second Owner"
"822","Hyundai",2013,125000,205000,"Petrol","Individual","Manual","First Owner"
"823","Hyundai",2011,260000,125000,"Diesel","Individual","Manual","Third Owner"
"824","Fiat",2015,350000,130000,"Diesel","Individual","Manual","First Owner"
"825","Maruti",2012,170000,97000,"CNG","Individual","Manual","Second Owner"
"826","Hyundai",2015,350000,90000,"Petrol","Individual","Manual","Second Owner"
"827","Maruti",2009,250000,60000,"Petrol","Individual","Manual","Third Owner"
"828","Tata",2013,170000,60000,"Diesel","Individual","Manual","First Owner"
"829","Mahindra",2018,1300000,35000,"Diesel","Individual","Manual","First Owner"
"830","Hyundai",2019,550000,25000,"Petrol","Individual","Manual","First Owner"
"831","Honda",2017,400000,15000,NA,"Individual","Manual","First Owner"
"832","Tata",2011,120000,20000,"Petrol","Individual","Manual","First Owner"
"833","Tata",2011,120000,20000,"Petrol","Individual","Manual","First Owner"
"834","Ford",2010,275000,70000,"Petrol","Individual","Manual","First Owner"
"835","Tata",2016,285000,90000,"Petrol","Individual","Manual","First Owner"
"836","Hyundai",2016,900000,80000,"Diesel","Individual","Manual","First Owner"
"837","Mercedes-Benz",2014,2500000,79500,"Diesel","Individual","Automatic","Second Owner"
"838","Hyundai",NA,620000,70000,"Diesel","Individual","Manual","Second Owner"
"839","Toyota",2018,1700000,5000,"Diesel","Individual","Manual","First Owner"
"840","Ford",2018,650000,15000,"Petrol","Individual","Manual","First Owner"
"841","Maruti",2014,500000,35000,"Petrol","Individual","Manual","First Owner"
"842","Tata",2009,250000,120000,"Diesel","Individual","Manual","Second Owner"
"843","Mahindra",2018,950000,15000,"Diesel","Individual","Manual","Second Owner"
"844","Toyota",2015,320000,60000,"Petrol","Individual","Manual","First Owner"
"845","Renault",2013,450000,120000,"Diesel","Individual","Manual","First Owner"
"846","Mahindra",2016,350000,90000,"Diesel","Individual","Manual","First Owner"
"847","Maruti",2015,400000,90000,"Petrol","Individual","Manual","First Owner"
"848","Maruti",2018,200000,10000,"Petrol","Individual","Manual","First Owner"
"849","Hyundai",2009,250000,72000,"Diesel","Individual","Manual","Second Owner"
"850","Toyota",2011,550000,197000,"Petrol","Individual","Manual","Second Owner"
"851","Maruti",1999,85000,70000,"Petrol","Individual","Manual","Second Owner"
"852","Hyundai",2001,52000,50000,"Petrol","Individual","Manual","Third Owner"
"853","Tata",2017,1200000,50000,"Diesel","Individual","Automatic","First Owner"
"854","Hyundai",2011,450000,60000,"Petrol","Individual","Automatic","Third Owner"
"855","Maruti",2018,615000,40000,"Petrol","Individual","Manual","First Owner"
"856","Maruti",2012,400000,60000,"Diesel","Individual","Manual","Second Owner"
"857","Tata",2013,60000,40000,"Petrol","Individual","Manual","First Owner"
"858","Maruti",2017,500000,9161,"Petrol","Individual","Manual","First Owner"
"859","Honda",2015,600000,45000,"Petrol","Individual","Manual","First Owner"
"860",NA,2010,110000,110000,"Petrol","Individual","Manual","First Owner"
"861","Hyundai",2013,175000,80000,"Petrol","Individual","Manual","First Owner"
"862","Ford",2011,325000,100000,"Diesel","Individual","Manual","Second Owner"
"863","Maruti",2017,425000,90000,"Diesel","Individual","Manual","First Owner"
"864","Hyundai",2009,160000,70000,"CNG","Individual","Manual","Third Owner"
"865","Maruti",2007,100000,80000,"Petrol","Individual","Manual","Third Owner"
"866","Maruti",2014,390000,110000,"Diesel","Individual","Manual","Second Owner"
"867","Hyundai",2017,400000,50000,"Petrol","Individual","Manual","First Owner"
"868","Tata",2018,509999,5000,"Petrol","Individual","Manual","First Owner"
"869","Hyundai",2008,150000,90000,"Petrol","Individual","Manual","Third Owner"
"870","Hyundai",2009,110000,120000,"Petrol","Individual","Manual","First Owner"
"871","Nissan",2013,450000,80000,"Diesel","Individual","Manual","First Owner"
"872","Hyundai",2017,400000,38000,"Petrol","Individual","Manual","Second Owner"
"873","Hyundai",2009,140000,120000,"Petrol","Individual","Manual","First Owner"
"874","Tata",2011,130000,90000,"Diesel","Individual","Manual","First Owner"
"875","Maruti",2017,160000,50000,"Petrol","Individual","Manual","First Owner"
"876","Maruti",2016,150000,60000,"Petrol","Individual","Manual","First Owner"
"877","Mahindra",2013,500000,100000,"Diesel","Individual","Manual","Second Owner"
"878","Tata",2011,40000,19000,"Petrol","Individual","Manual","First Owner"
"879","Chevrolet",2006,140000,200000,"Diesel","Individual","Manual","Third Owner"
"880","Mahindra",2015,227000,70000,"Diesel","Individual","Manual","Second Owner"
"881","Maruti",2011,285000,50000,"Diesel","Individual","Manual","Second Owner"
"882","Maruti",2012,155000,19077,"Petrol","Individual","Manual","Second Owner"
"883","Hyundai",2016,210000,30000,"Petrol","Individual","Manual","First Owner"
"884","Maruti",2009,140000,80000,"Petrol","Individual","Manual","Second Owner"
"885","Toyota",2015,940000,128000,"Diesel","Individual","Manual","First Owner"
"886","Nissan",2013,750000,80000,"Diesel","Individual","Manual","First Owner"
"887","Maruti",2016,610000,100000,"Diesel","Individual","Manual","First Owner"
"888","Nissan",2015,450000,50000,"Diesel","Individual","Manual","First Owner"
"889","Toyota",2012,409999,56000,"Diesel","Individual","Manual","First Owner"
"890","Hyundai",2018,100000,21302,"Petrol","Individual","Manual","First Owner"
"891","Renault",2018,300000,10500,"Petrol","Individual","Manual","First Owner"
"892","Mahindra",2013,400000,107000,"Diesel","Individual","Manual","First Owner"
"893","Hyundai",2010,210000,60000,"Petrol","Individual","Manual","Second Owner"
"894","Hyundai",2006,90000,120000,"Petrol","Individual","Manual","Second Owner"
"895","Maruti",2010,222000,70000,"Petrol","Individual","Manual","First Owner"
"896","Maruti",2015,240000,50000,"Petrol","Individual","Manual","Second Owner"
"897","Toyota",2013,450000,70000,"Diesel","Individual","Manual","Second Owner"
"898","Renault",2013,450000,1000,"Diesel","Dealer","Manual","Second Owner"
"899","Mercedes-Benz",2018,3800000,10000,"Diesel","Dealer","Automatic","First Owner"
"900","Audi",2013,1580000,86000,"Diesel","Dealer","Automatic","First Owner"
"901","BMW",2019,4950000,30000,"Diesel","Dealer","Automatic","First Owner"
"902","Hyundai",NA,535000,52600,"Diesel","Individual","Manual","First Owner"
"903","Maruti",2012,225000,110000,"Petrol","Individual","Manual","Second Owner"
"904","Hyundai",2017,550000,19890,"Petrol","Dealer","Automatic","First Owner"
"905","Maruti",2016,670000,7104,"Petrol","Trustmark Dealer","Manual","First Owner"
"906","Maruti",2015,625000,11918,"Petrol","Trustmark Dealer","Manual","First Owner"
"907","Hyundai",2017,520000,10510,"Petrol","Dealer","Automatic","First Owner"
"908","Chevrolet",2016,239000,41000,"Petrol","Dealer","Manual","First Owner"
"909","Toyota",2017,2600000,47162,"Diesel","Trustmark Dealer","Automatic","First Owner"
"910","Maruti",2015,750000,45974,"Diesel","Trustmark Dealer","Manual","First Owner"
"911","Hyundai",2012,229999,49824,"Petrol","Dealer","Manual","First Owner"
"912","Audi",2013,1300000,58500,"Diesel","Dealer","Automatic","First Owner"
"913","Hyundai",2005,80000,56580,"Petrol","Dealer","Manual","First Owner"
"914","Skoda",2012,385000,52000,"Diesel","Dealer","Manual","First Owner"
"915","Hyundai",2015,760000,55340,"Petrol","Trustmark Dealer","Manual","First Owner"
"916","Maruti",2017,600000,46507,"Diesel","Trustmark Dealer","Manual","First Owner"
"917","Renault",2013,NA,1000,"Diesel","Dealer","Manual","Second Owner"
"918","Mercedes-Benz",2018,3800000,10000,"Diesel","Dealer","Automatic","First Owner"
"919","Audi",2013,1580000,86000,"Diesel","Dealer","Automatic","First Owner"
"920","BMW",2019,4950000,30000,"Diesel","Dealer","Automatic","First Owner"
"921","Hyundai",2016,535000,52600,"Diesel","Individual","Manual","First Owner"
"922","Maruti",2012,225000,110000,"Petrol","Individual","Manual","Second Owner"
"923","Hyundai",2017,550000,19890,"Petrol","Dealer","Automatic","First Owner"
"924","Maruti",2016,670000,7104,"Petrol","Trustmark Dealer","Manual","First Owner"
"925","Maruti",2015,625000,11918,"Petrol","Trustmark Dealer","Manual","First Owner"
"926","Hyundai",2017,520000,10510,"Petrol","Dealer","Automatic","First Owner"
"927","Chevrolet",2016,239000,41000,"Petrol","Dealer","Manual","First Owner"
"928","Toyota",2017,2600000,47162,"Diesel","Trustmark Dealer","Automatic","First Owner"
"929","Maruti",2015,750000,45974,"Diesel","Trustmark Dealer","Manual","First Owner"
"930","Hyundai",2012,229999,49824,"Petrol","Dealer","Manual","First Owner"
"931","Audi",2013,1300000,58500,"Diesel","Dealer","Automatic","First Owner"
"932","Hyundai",2005,80000,56580,"Petrol","Dealer","Manual","First Owner"
"933","Skoda",2012,385000,52000,"Diesel","Dealer","Manual",NA
"934","Hyundai",2015,760000,55340,"Petrol","Trustmark Dealer","Manual","First Owner"
"935","Maruti",2017,600000,46507,"Diesel","Trustmark Dealer","Manual",NA
"936","Volkswagen",2012,735000,55300,"Diesel","Dealer","Automatic","First Owner"
"937","Tata",2012,285000,74300,"Diesel","Dealer","Manual","First Owner"
"938","Honda",2010,350000,48781,"Petrol","Dealer","Manual","First Owner"
"939","Volkswagen",2010,290000,87620,"Diesel","Dealer","Automatic",NA
"940","Volkswagen",2017,890000,40219,NA,"Dealer","Automatic","First Owner"
"941","Honda",2011,385000,11473,"Petrol","Dealer","Manual","First Owner"
"942","Maruti",2017,425000,8352,"Petrol","Dealer","Manual","First Owner"
"943","Maruti",2017,525000,9745,"Petrol","Dealer","Automatic","First Owner"
"944","Hyundai",2017,550000,9748,NA,"Dealer","Manual","First Owner"
"945","Volkswagen",2012,271000,49000,"Petrol","Dealer","Manual","First Owner"
"946","Hyundai",2018,1490000,20694,"Diesel","Dealer","Manual","First Owner"
"947","Hyundai",2015,490000,31080,"Petrol","Dealer","Manual","First Owner"
"948","Hyundai",2014,260000,37605,"Petrol","Dealer","Manual","First Owner"
"949","Hyundai",2014,455000,55850,"Diesel","Dealer","Manual","First Owner"
"950","Tata",2010,75000,58850,"Petrol","Dealer","Manual","First Owner"
"951","Toyota",2015,421000,23839,"Petrol","Dealer","Manual","First Owner"
"952","Maruti",2016,550000,54000,"Diesel","Dealer","Manual","First Owner"
"953","Hyundai",2013,330000,38000,"Petrol","Dealer","Automatic","First Owner"
"954","Volkswagen",2012,390000,45454,"Diesel","Dealer","Manual","First Owner"
"955","Skoda",2015,599000,46957,"Diesel","Dealer","Automatic","First Owner"
"956","Hyundai",2007,110000,60000,"Petrol","Individual","Manual","Fourth & Above Owner"
"957","Renault",2016,250000,25000,"Petrol","Individual","Manual","First Owner"
"958","Mahindra",2012,600000,110000,"Diesel","Individual","Manual","Fourth & Above Owner"
"959","Ford",2008,280000,190000,"Diesel","Individual","Manual","Second Owner"
"960","Audi",2018,NA,25000,"Diesel","Individual","Automatic","First Owner"
"961","Mahindra",2008,80000,90000,"Petrol","Individual","Manual","First Owner"
"962","Maruti",2019,NA,5000,"Petrol","Individual","Manual","First Owner"
"963","Maruti",2015,475000,60000,"Diesel","Individual","Manual","First Owner"
"964","Audi",2020,4700000,1500,"Diesel","Individual","Automatic","First Owner"
"965","Maruti",2018,500000,50000,"Diesel","Individual","Manual","First Owner"
"966","Chevrolet",2014,250000,120000,"Diesel","Individual","Manual","First Owner"
"967","Hyundai",2005,100000,120000,"Diesel","Individual","Manual","Second Owner"
"968","Maruti",2019,350000,5000,"Petrol","Individual","Manual","First Owner"
"969","BMW",2014,4000000,47000,"Diesel","Individual","Automatic","First Owner"
"970","Toyota",2017,1900000,20000,"Petrol","Individual","Automatic","First Owner"
"971","Hyundai",2005,95000,120000,"Petrol","Individual","Manual",NA
"972","Hyundai",2015,409999,58000,"Diesel","Individual","Manual","First Owner"
"973","Mahindra",2018,1050000,35000,"Diesel","Individual","Manual","First Owner"
"974","Maruti",2017,320000,30000,"Petrol","Individual","Manual","First Owner"
"975","Mahindra",2019,1000000,10000,"Diesel","Individual","Manual","First Owner"
"976","Toyota",2017,1770000,25000,"Diesel","Individual","Manual","First Owner"
"977","Mahindra",2018,950000,20000,"Diesel","Individual","Manual","First Owner"
"978","Maruti",2018,750000,50000,"Diesel","Individual","Manual","First Owner"
"979","Hyundai",2014,220000,42000,"Petrol","Individual","Manual","First Owner"
"980","Tata",2017,1000000,50000,"Diesel","Individual",NA,"First Owner"
"981","Honda",2017,660000,116000,"Diesel","Individual","Manual","First Owner"
"982","Maruti",2015,716000,100000,"Diesel","Individual","Manual","First Owner"
"983","Maruti",2015,675000,66000,"Petrol","Individual","Manual","First Owner"
"984","Mahindra",2010,385000,110000,"Diesel","Individual","Manual","Third Owner"
"985","Fiat",2014,325000,70000,"Diesel","Individual","Manual","First Owner"
"986","Hyundai",2015,950000,60000,"Diesel","Individual","Manual","First Owner"
"987","Ford",2007,400000,110000,"Diesel","Individual","Automatic","Fourth & Above Owner"
"988","Tata",2014,250000,25000,"Diesel","Individual","Manual","First Owner"
"989","Land",2018,4000000,68000,"Petrol","Individual","Automatic","First Owner"
"990","Maruti",2014,210000,20000,"Petrol","Individual","Manual","First Owner"
"991","Hyundai",2011,147000,110000,"Petrol","Individual","Manual","Second Owner"
"992","Maruti",2018,725000,26350,"Diesel","Individual","Manual","First Owner"
"993","Mahindra",2012,550000,90000,"Diesel","Individual","Manual","First Owner"
"994","Hyundai",2016,475000,25000,"Petrol","Individual","Manual","First Owner"
"995","Hyundai",2014,250000,50000,"Petrol","Individual","Manual","Second Owner"
"996","Tata",2006,70000,60000,"Petrol","Individual","Manual","Second Owner"
"997","Hyundai",2012,160000,70000,"Petrol","Individual","Manual","Third Owner"
"998","Ford",2011,1000000,90000,"Diesel","Individual","Automatic","Second Owner"
"999","Hyundai",2001,68000,70000,"Petrol","Individual","Manual","First Owner"
"1000","Hyundai",2017,500000,26500,"Petrol","Individual","Manual","First Owner"
"1001","Tata",2013,170000,60000,"Diesel","Individual","Manual","First Owner"
"1002","Mahindra",2018,1300000,35000,"Diesel","Individual","Manual","First Owner"
"1003","Hyundai",2020,1050000,10000,"Diesel","Individual","Manual","First Owner"
"1004","Maruti",2009,300000,15000,"Petrol","Individual","Manual","First Owner"
"1005","Hyundai",2016,600000,25000,"Petrol","Individual","Manual","First Owner"
"1006","Hyundai",2017,900000,50000,"Diesel","Individual","Manual","First Owner"
"1007","Hyundai",2019,550000,25000,"Petrol","Individual","Manual","First Owner"
"1008","Maruti",2007,100000,52000,"Petrol","Individual","Manual","Second Owner"
"1009","Honda",2017,400000,15000,"Petrol","Individual","Manual","First Owner"
"1010","Tata",2011,120000,20000,"Petrol","Individual","Manual","First Owner"
"1011","Hyundai",2013,300000,90000,"Diesel","Individual","Manual","First Owner"
"1012","Tata",2011,140000,60000,"Diesel","Individual","Manual","Second Owner"
"1013","Skoda",2015,640000,23000,"Petrol","Individual","Manual","First Owner"
"1014","Maruti",2018,380000,22155,"Petrol","Individual","Manual","First Owner"
"1015","Tata",2011,120000,20000,"Petrol","Individual","Manual","First Owner"
"1016","Maruti",2018,650000,70000,"Petrol","Individual","Manual","First Owner"
"1017","Maruti",2009,150000,60000,"Petrol","Individual","Manual","Second Owner"
"1018","Ford",2018,550000,35000,"Petrol","Individual","Manual","First Owner"
"1019","Mahindra",2012,650000,71042,"Diesel","Dealer","Manual","First Owner"
"1020","Mitsubishi",2012,1025000,167870,"Diesel","Dealer","Manual","Second Owner"
"1021","Ford",2011,195000,133564,"Diesel","Dealer","Manual","First Owner"
"1022","Mercedes-Benz",2018,3800000,10000,"Diesel","Dealer","Automatic","First Owner"
"1023","BMW",2013,1490000,40000,"Diesel","Dealer","Automatic","First Owner"
"1024","BMW",2019,4950000,30000,"Diesel","Dealer","Automatic","First Owner"
"1025","Honda",2018,1140000,23038,"Petrol","Trustmark Dealer","Automatic","First Owner"
"1026","Chevrolet",2011,95000,70000,"Diesel","Individual","Manual","First Owner"
"1027","BMW",2017,3050000,30000,"Diesel","Individual","Automatic","First Owner"
"1028","Hyundai",2017,550000,19890,NA,"Dealer","Automatic","First Owner"
"1029","Maruti",2015,625000,11918,"Petrol","Trustmark Dealer","Manual","First Owner"
"1030","Hyundai",2017,520000,10510,"Petrol","Dealer","Automatic","First Owner"
"1031","Chevrolet",2016,239000,41000,"Petrol","Dealer","Manual","First Owner"
"1032","Toyota",2017,2600000,47162,"Diesel","Trustmark Dealer","Automatic","First Owner"
"1033","Hyundai",2012,229999,49824,"Petrol","Dealer","Manual","First Owner"
"1034","Audi",2013,1300000,58500,"Diesel","Dealer","Automatic","First Owner"
"1035","Maruti",2017,585000,43608,"Petrol","Trustmark Dealer","Manual","First Owner"
"1036","Maruti",2018,825000,11212,"Petrol","Trustmark Dealer","Automatic","First Owner"
"1037","Hyundai",2013,280000,52000,"Diesel","Dealer","Manual","First Owner"
"1038","Maruti",2016,725000,49217,"Petrol","Trustmark Dealer","Manual","First Owner"
"1039","Mahindra",2015,300000,90000,"Diesel","Individual","Manual","First Owner"
"1040","Hyundai",2015,375000,70000,"Petrol","Individual","Manual","First Owner"
"1041","Honda",2003,310000,90000,"Petrol","Individual","Manual","Fourth & Above Owner"
"1042","Maruti",2011,375000,190000,"Diesel","Individual","Manual","Third Owner"
"1043","Ford",2016,NA,106000,"Diesel","Individual","Automatic","First Owner"
"1044","Tata",2012,400000,80000,"Diesel","Individual","Manual","Second Owner"
"1045","Nissan",2014,550000,80000,"Diesel","Individual","Manual","Second Owner"
"1046","Maruti",2018,270000,20000,"Petrol","Individual","Manual","First Owner"
"1047","Maruti",2012,555000,110000,"Diesel","Individual","Manual","Second Owner"
"1048","Ford",2013,500000,60000,"Diesel","Individual","Manual","Second Owner"
"1049","Skoda",2010,400000,130000,"Diesel","Individual","Automatic","Second Owner"
"1050","Hyundai",2017,280000,28838,"Petrol","Individual","Manual","First Owner"
"1051","Tata",2008,80000,200000,"Petrol","Individual","Manual","First Owner"
"1052","Tata",2006,55000,100000,"Diesel","Individual","Manual","First Owner"
"1053","Maruti",2014,250000,50000,"Petrol","Individual","Manual","First Owner"
"1054","Mahindra",2010,250000,190000,"Diesel","Individual","Manual","Fourth & Above Owner"
"1055","Mahindra",2007,95000,100000,"Diesel","Individual","Manual","Second Owner"
"1056","Mahindra",2014,725000,135000,"Diesel","Individual","Manual","Second Owner"
"1057","Mahindra",2015,320000,50000,"Diesel","Individual","Manual","Third Owner"
"1058","Skoda",2014,1200000,135000,"Diesel","Individual","Automatic","Third Owner"
"1059","Chevrolet",2012,NA,50000,"Diesel","Individual","Manual","First Owner"
"1060",NA,2018,790000,19571,"Diesel","Dealer","Manual","First Owner"
"1061","Honda",2018,1200000,29600,"Petrol","Dealer","Manual","First Owner"
"1062","Maruti",2011,175000,70000,"Petrol","Individual","Manual","First Owner"
"1063","Maruti",2018,950000,15000,"Diesel",NA,NA,"First Owner"
"1064","Maruti",2019,340000,50000,"Petrol","Individual","Manual","First Owner"
"1065","Renault",2017,825000,13500,"Diesel","Individual","Manual","First Owner"
"1066","Audi",2018,3100000,22000,"Petrol","Individual","Automatic","First Owner"
"1067","Honda",NA,780000,25000,"Diesel","Dealer","Manual","First Owner"
"1068","Toyota",2010,350000,80000,"Petrol","Individual","Automatic","Third Owner"
"1069","Honda",NA,690000,39000,"Petrol","Dealer","Manual","First Owner"
"1070","Maruti",2016,245000,60000,"Petrol","Individual","Manual","First Owner"
"1071","Honda",2018,790000,49000,"Diesel","Dealer","Manual","First Owner"
"1072","Honda",2018,680000,48600,"Petrol","Dealer","Manual","First Owner"
"1073","Hyundai",2017,540000,20000,"Petrol","Individual","Manual","Second Owner"
"1074","Mahindra",2016,425000,25000,"Petrol","Individual","Manual","First Owner"
"1075","Maruti",2008,140000,120000,"Petrol","Individual","Manual","First Owner"
"1076","Maruti",2019,1100000,30000,"Diesel","Individual","Manual","First Owner"
"1077","Renault",2015,715000,35000,"Diesel","Individual","Manual","First Owner"
"1078","Audi",2013,1580000,86000,"Diesel","Dealer","Automatic","First Owner"
"1079","Audi",2015,1750000,127643,"Diesel","Dealer","Automatic","First Owner"
"1080","Tata",2018,400000,54000,"Petrol","Dealer","Manual","Second Owner"
"1081","Audi",2014,1750000,102354,"Diesel","Dealer","Automatic","First Owner"
"1082","Audi",2014,1850000,62237,"Petrol","Dealer","Automatic","First Owner"
"1083","Hyundai",2005,114999,90000,"Petrol","Dealer","Manual","Second Owner"
"1084","Ford",2018,950000,21394,"Diesel","Dealer","Manual","First Owner"
"1085","Datsun",2015,310000,32686,"Petrol","Dealer","Manual","First Owner"
"1086","Mahindra",2006,575000,1001,"Diesel","Dealer","Manual",NA
"1087","Renault",2017,490000,22000,"Diesel","Dealer","Manual","First Owner"
"1088","Hyundai",2017,480000,53261,"Petrol","Dealer","Manual","First Owner"
"1089","Land",2016,3500000,53000,"Diesel","Dealer","Automatic","First Owner"
"1090","Renault",2018,370000,10000,"Petrol","Dealer","Manual","First Owner"
"1091","Maruti",2017,835000,14000,"Diesel","Dealer","Manual","First Owner"
"1092","Volkswagen",2017,650000,44000,"Petrol","Dealer","Manual","First Owner"
"1093","Toyota",2014,670000,39895,"Diesel","Dealer","Manual","First Owner"
"1094","Chevrolet",2017,950000,73000,"Diesel","Dealer","Automatic","First Owner"
"1095","Honda",2014,690000,17000,"Petrol","Dealer","Manual","First Owner"
"1096","Volkswagen",2017,670000,18591,"Petrol","Dealer","Manual","First Owner"
"1097","Tata",2017,925000,26766,"Diesel","Dealer","Manual","First Owner"
"1098","Hyundai",2015,250000,30000,"Petrol","Individual","Manual","First Owner"
"1099","Tata",2016,509999,42000,"Diesel","Individual","Manual","First Owner"
"1100","Honda",2014,520000,110000,"Diesel","Individual","Manual","First Owner"
"1101","Tata",2005,100000,100000,"Diesel","Individual","Manual","First Owner"
"1102","Tata",2006,85000,300000,"Diesel","Individual","Manual","Second Owner"
"1103","Tata",2009,130000,110000,"Diesel","Individual","Manual","Third Owner"
"1104","Ford",2018,950000,27620,"Diesel","Dealer","Manual","First Owner"
"1105","Ford",2015,450000,70000,"Petrol","Individual","Manual","First Owner"
"1106","Honda",2012,320000,50000,"Petrol","Individual","Manual","Second Owner"
"1107","Maruti",2015,480000,50000,"Diesel","Individual","Manual","First Owner"
"1108","Mercedes-Benz",2014,2490000,46000,"Diesel","Individual","Automatic","First Owner"
"1109","Toyota",2012,790000,82000,"Diesel","Individual","Manual","First Owner"
"1110","Maruti",2016,120000,120000,"Petrol","Individual","Manual","First Owner"
"1111","Maruti",2006,75000,80000,"Petrol","Individual","Manual","Third Owner"
"1112","Tata",2010,99000,70000,"Petrol","Individual","Manual","First Owner"
"1113","Maruti",2018,1015000,20000,"Diesel","Individual","Manual","First Owner"
"1114","Mahindra",2013,250000,200000,"Diesel","Individual","Manual","Second Owner"
"1115","Toyota",2011,520000,120000,"Diesel","Individual","Manual","First Owner"
"1116","Hyundai",2018,1100000,30000,"Diesel","Individual","Automatic","First Owner"
"1117","Toyota",2005,200000,223000,"Diesel","Individual","Manual","First Owner"
"1118","Maruti",2016,525000,60000,"Diesel","Individual","Manual","First Owner"
"1119","Hyundai",2016,500000,40000,"Petrol","Individual","Manual","First Owner"
"1120","Mahindra",2016,675000,161327,"Diesel","Individual","Manual","First Owner"
"1121","Hyundai",2009,150000,60000,"Petrol","Individual","Manual","Third Owner"
"1122","Mahindra",2007,250000,50000,"Diesel","Individual","Manual","First Owner"
"1123","Hyundai",2018,450000,6000,"Petrol","Individual","Manual","First Owner"
"1124","Hyundai",2009,150000,68000,"Petrol","Individual","Manual","Second Owner"
"1125","Chevrolet",2012,200000,85000,"Diesel","Individual","Manual","First Owner"
"1126","Mahindra",2011,525000,70000,"Diesel","Individual","Automatic","First Owner"
"1127","Maruti",1999,60000,35000,"Petrol","Individual","Manual","Second Owner"
"1128","Maruti",2010,180000,100000,"Diesel","Individual",NA,"Second Owner"
"1129","Honda",2015,475000,110000,"Diesel","Individual","Manual","First Owner"
"1130","Mahindra",2010,380000,195000,"Diesel","Individual","Automatic","Second Owner"
"1131","Maruti",2015,285000,46000,"Petrol","Individual","Manual","Second Owner"
"1132","Maruti",2008,91200,60000,"Petrol","Individual","Manual","Second Owner"
"1133","Datsun",2017,250000,46000,"Petrol","Individual","Manual","First Owner"
"1134","Hyundai",2015,400000,42000,"Diesel","Individual","Manual","First Owner"
"1135","Hyundai",2006,160000,90000,"Petrol","Individual","Automatic","Second Owner"
"1136","Skoda",2012,650000,85000,NA,"Individual","Manual","Second Owner"
"1137","Hyundai",2012,409999,120000,"Diesel","Individual","Manual",NA
"1138","Ford",2013,425000,72000,"Diesel","Individual","Manual","First Owner"
"1139","Maruti",2013,250000,71000,"CNG","Individual","Manual","Second Owner"
"1140","Maruti",2009,200000,110000,"Petrol","Individual","Manual","Fourth & Above Owner"
"1141","Maruti",2013,250000,71000,"CNG","Individual","Manual","Second Owner"
"1142","Volkswagen",2010,130000,144000,"Diesel","Individual","Manual","Fourth & Above Owner"
"1143","Maruti",2017,260000,30000,"Petrol","Dealer","Manual","First Owner"
"1144","Hyundai",2007,155000,65000,"Petrol","Dealer","Manual","First Owner"
"1145","Honda",2015,450000,38000,"Diesel","Individual","Manual","First Owner"
"1146","Maruti",2012,220000,90000,"Petrol","Individual","Manual","Second Owner"
"1147","Hyundai",2018,650000,37000,"Diesel","Dealer","Manual","First Owner"
"1148","Maruti",2018,285000,30000,"Petrol","Dealer","Manual","First Owner"
"1149","Honda",2018,725000,26000,"Petrol","Dealer","Automatic","First Owner"
"1150","Maruti",2016,625000,30000,"Petrol","Dealer","Manual","First Owner"
"1151","Hyundai",2016,550000,23000,"Petrol","Dealer","Manual","First Owner"
"1152","Hyundai",2012,240000,40000,"Petrol","Dealer","Manual","First Owner"
"1153","Nissan",2014,600000,27000,"Diesel","Dealer","Manual","First Owner"
"1154","Tata",2012,350000,65000,"Diesel","Dealer","Manual","First Owner"
"1155","Hyundai",2015,245000,32000,"Petrol","Dealer","Manual","First Owner"
"1156","Mahindra",2016,600000,56000,"Diesel","Dealer","Manual","First Owner"
"1157","BMW",2017,2400000,30000,"Diesel","Individual","Automatic","First Owner"
"1158","Mahindra",2014,620000,80000,"Diesel","Dealer","Manual","First Owner"
"1159","Maruti",2014,395000,52000,"Petrol","Dealer","Manual","Second Owner"
"1160","Maruti",2014,635000,13250,"Petrol","Dealer","Manual","First Owner"
"1161","Maruti",2011,180000,36000,"Petrol","Dealer","Manual","First Owner"
"1162","Maruti",2015,484999,73000,"Diesel","Dealer","Manual",NA
"1163","Maruti",2004,110000,NA,"Petrol","Individual","Manual","First Owner"
"1164","Maruti",2006,150000,60000,"Petrol","Individual","Manual","Second Owner"
